source,target,weight
chrX-123250000,chr1-63250000,0.058823529411764705
chrY-20250000,chr1-63250000,0.08333333333333333
chrY-29000000,chr1-63250000,0.25
chrY-35500000,chr1-63250000,1.0
chrY-39000000,chr1-63250000,0.1
chr14-42750000,chr1-63500000,0.1
chrY-21250000,chr1-63500000,0.5
chrY-39000000,chr1-63500000,0.1
chrY-82000000,chr1-63500000,0.5
chrY-70500000,chr1-63750000,1.0
chr4-42000000,chr1-64000000,1.0
chr7-22500000,chr1-64000000,0.5
chrY-84750000,chr1-64000000,0.5
chrY-22500000,chr1-64250000,0.125
chrY-33750000,chr1-64250000,1.0
chrY-44500000,chr1-64250000,0.1
chr14-42750000,chr1-64500000,0.1
chrY-21000000,chr1-64500000,0.5
chrY-22500000,chr1-64500000,0.125
chrY-58250000,chr1-64750000,1.0
chrY-73250000,chr1-64750000,1.0
chr7-7750000,chr1-65000000,0.0625
chrX-148500000,chr1-65000000,0.08333333333333333
chrY-89250000,chr1-65000000,0.125
chrY-44250000,chr1-65250000,0.1
chr7-7750000,chr1-65500000,0.0625
chr12-22250000,chr1-65500000,0.0625
chrY-21500000,chr1-65500000,1.0
chrY-29000000,chr1-65500000,0.25
chrY-36000000,chr1-65750000,0.5
chrY-41500000,chr1-65750000,0.125
chrY-80250000,chr1-65750000,1.0
chrY-23750000,chr1-66000000,0.5
chrY-30250000,chr1-66000000,1.0
chrY-84500000,chr1-66000000,0.5
chr14-3750000,chr1-66250000,0.07142857142857142
chrX-3500000,chr1-66250000,0.25
chrX-32250000,chr1-66250000,0.07142857142857142
chrX-123250000,chr1-66250000,0.058823529411764705
chrY-41500000,chr1-66250000,0.125
chrY-75750000,chr1-66250000,1.0
chrX-55000000,chr1-66500000,0.25
chrX-55000000,chr1-66750000,0.25
chrX-123250000,chr1-66750000,0.058823529411764705
chrY-0,chr1-66750000,0.3333333333333333
chrY-34500000,chr1-66750000,0.5
chrX-27250000,chr1-67000000,0.5
chrX-55000000,chr1-67000000,0.25
chrY-23750000,chr1-67250000,0.5
chrY-88500000,chr1-67250000,0.25
chrY-22500000,chr1-67500000,0.125
chrY-40500000,chr1-67750000,0.5
chrY-42250000,chr1-67750000,0.07142857142857142
chrY-44500000,chr1-67750000,0.1
chrY-39750000,chr1-68000000,0.25
chrY-20250000,chr1-68250000,0.08333333333333333
chrY-34000000,chr1-68250000,1.0
chrY-42750000,chr1-68250000,1.0
chrY-68500000,chr1-68250000,1.0
chrY-86750000,chr1-68250000,0.1
chrY-38000000,chr1-68750000,0.25
chrX-34500000,chr1-69000000,0.07142857142857142
chrY-36000000,chr1-69000000,0.5
chrY-86500000,chr1-69000000,0.25
chrY-250000,chr1-69250000,0.07142857142857142
chrY-87000000,chr1-69250000,0.16666666666666666
chrX-54500000,chr1-69500000,0.5
chrY-32250000,chr1-69500000,0.3333333333333333
chrX-54500000,chr1-69750000,0.5
chrX-148250000,chr1-69750000,1.0
chrY-42250000,chr1-69750000,0.07142857142857142
chrY-84250000,chr1-69750000,0.25
chrY-12000000,chr1-70000000,1.0
chrY-22500000,chr1-70000000,0.125
chrY-86750000,chr1-70000000,0.1
chrX-55000000,chr1-70250000,0.25
chrY-42000000,chr1-70250000,0.0625
chrY-38750000,chr1-70500000,0.25
chrY-88000000,chr1-70500000,0.125
chr14-5000000,chr1-70750000,0.05
chrX-55000000,chr1-70750000,0.25
chrX-148000000,chr1-70750000,0.16666666666666666
chrY-89750000,chr1-70750000,0.25
chr7-22250000,chr1-71000000,0.5
chrY-75750000,chr1-71000000,1.0
chrX-3500000,chr1-71250000,0.25
chrX-123250000,chr1-71250000,0.058823529411764705
chrY-42000000,chr1-71250000,0.0625
chrY-58000000,chr1-71250000,1.0
chrY-81500000,chr1-71250000,0.5
chrX-33500000,chr1-71500000,0.07692307692307693
chrY-38000000,chr1-71500000,0.25
chrY-22250000,chr1-71750000,1.0
chrY-86750000,chr1-71750000,0.1
chrX-31250000,chr1-72000000,0.05
chrY-34750000,chr1-72000000,0.5
chrY-39000000,chr1-72000000,0.1
chrY-82500000,chr1-72000000,1.0
chrY-60000000,chr1-72250000,1.0
chrX-148500000,chr1-72500000,0.08333333333333333
chrY-86250000,chr1-72500000,0.5
chr7-21500000,chr1-72750000,1.0
chrX-33500000,chr1-72750000,0.07692307692307693
chrY-0,chr1-72750000,0.3333333333333333
chrY-89250000,chr1-72750000,0.125
chrX-30000000,chr1-73000000,0.5
chrY-89500000,chr1-73000000,0.08333333333333333
chrY-22250000,chr1-73250000,1.0
chrY-23500000,chr1-73250000,1.0
chr3-113250000,chr1-73500000,0.25
chrX-3500000,chr1-73500000,0.25
chrX-28250000,chr1-73500000,0.5
chrX-148500000,chr1-73750000,0.08333333333333333
chrY-40000000,chr1-73750000,0.0625
chrY-90000000,chr1-73750000,0.125
chr7-22000000,chr1-74000000,1.0
chrX-55000000,chr1-74000000,0.25
chrX-125750000,chr1-74000000,0.3333333333333333
chrY-29000000,chr1-74000000,0.25
chrY-35000000,chr1-74000000,0.5
chrY-83750000,chr1-74000000,0.5
chrX-3500000,chr1-74250000,0.25
chrX-123250000,chr1-74250000,0.058823529411764705
chrX-125750000,chr1-74250000,0.3333333333333333
chrY-22500000,chr1-74250000,0.125
chrY-28750000,chr1-74250000,0.5
chrY-44000000,chr1-74250000,0.08333333333333333
chrY-76000000,chr1-74250000,0.5
chrY-84250000,chr1-74250000,0.25
chrY-41750000,chr1-74500000,0.25
chrY-56250000,chr1-74500000,0.25
chrY-86500000,chr1-74500000,0.25
chrY-40500000,chr1-74750000,0.5
chrY-42000000,chr1-74750000,0.125
chrY-42250000,chr1-74750000,0.07142857142857142
chrY-43000000,chr1-74750000,0.5
chrY-84750000,chr1-74750000,0.5
chrX-148000000,chr1-75000000,0.16666666666666666
chrY-90000000,chr1-75000000,0.125
chr12-22250000,chr1-75250000,0.0625
chrX-3500000,chr1-75250000,0.25
chrX-148500000,chr1-75250000,0.08333333333333333
chrY-37750000,chr1-75250000,0.5
chr4-122250000,chr1-75500000,0.1
chrY-21000000,chr1-75500000,0.5
chrY-39000000,chr1-75500000,0.1
chrY-71500000,chr1-75750000,1.0
chrY-83000000,chr1-75750000,0.25
chrY-8000000,chr1-76000000,0.25
chrY-81750000,chr1-76000000,1.0
chrY-88250000,chr1-76000000,0.16666666666666666
chr4-122250000,chr1-76250000,0.1
chr14-5250000,chr1-76250000,0.5
chrY-39250000,chr1-76250000,0.16666666666666666
chrY-74250000,chr1-76250000,1.0
chrX-54500000,chr1-76500000,0.5
chr4-42500000,chr1-76750000,0.05
chr7-8750000,chr1-77000000,0.05555555555555555
chrY-36250000,chr1-77000000,1.0
chrY-37500000,chr1-77000000,0.5
chrY-43250000,chr1-77250000,0.05555555555555555
chrY-44750000,chr1-77250000,1.0
chrX-55000000,chr1-77500000,0.25
chrY-28750000,chr1-77500000,0.5
chrX-55000000,chr1-77750000,0.25
chrX-30000000,chr1-78000000,0.5
chrY-69250000,chr1-78000000,1.0
chrY-84750000,chr1-78000000,0.5
chrY-38500000,chr1-78250000,1.0
chr7-7750000,chr1-78500000,0.0625
chr14-3750000,chr1-78500000,0.07142857142857142
chrX-123250000,chr1-78500000,0.058823529411764705
chrY-38250000,chr1-78500000,0.5
chr4-122250000,chr1-78750000,0.1
chrY-41500000,chr1-78750000,0.125
chrY-90000000,chr1-78750000,0.125
chrY-35000000,chr1-79250000,0.5
chrY-42250000,chr1-79250000,0.07142857142857142
chrY-67750000,chr1-79250000,1.0
chrX-34500000,chr1-79500000,0.07142857142857142
chrY-38000000,chr1-79500000,0.25
chrY-39500000,chr1-79500000,0.125
chrY-40000000,chr1-79500000,0.0625
chrX-29000000,chr1-79750000,1.0
chrY-22500000,chr1-79750000,0.125
chrY-28250000,chr1-79750000,0.5
chrY-59250000,chr1-79750000,1.0
chr4-61000000,chr1-80000000,0.05
chrY-43250000,chr1-80000000,0.05555555555555555
chrX-54750000,chr1-80250000,0.5
chrY-22250000,chr1-80250000,1.0
chrY-55250000,chr1-80250000,1.0
chrY-20250000,chr1-80500000,0.08333333333333333
chrY-30250000,chr1-80500000,1.0
chrY-14000000,chr1-80750000,1.0
chrY-32250000,chr1-80750000,0.3333333333333333
chrY-79000000,chr1-80750000,1.0
chrY-82250000,chr1-80750000,0.5
chrY-90000000,chr1-80750000,0.125
chr12-22250000,chr1-81000000,0.0625
chrY-20250000,chr1-81000000,0.08333333333333333
chrY-29000000,chr1-81000000,0.25
chrY-74750000,chr1-81000000,1.0
chrY-81000000,chr1-81000000,0.3333333333333333
chrY-90250000,chr1-81000000,0.5
chr4-42500000,chr1-81250000,0.05
chr4-61000000,chr1-81250000,0.05
chrY-20250000,chr1-81500000,0.08333333333333333
chrY-28750000,chr1-81500000,0.5
chrY-37500000,chr1-81500000,0.5
chrY-87250000,chr1-81500000,0.08333333333333333
chrY-28750000,chr1-81750000,0.5
chrX-149000000,chr1-82000000,0.25
chrY-34500000,chr1-82000000,0.5
chrY-89500000,chr1-82000000,0.08333333333333333
chr4-42500000,chr1-82250000,0.05
chr4-61000000,chr1-82250000,0.05
chrY-76000000,chr1-82250000,0.5
chrY-86750000,chr1-82250000,0.1
chrY-20250000,chr1-82500000,0.08333333333333333
chrY-22500000,chr1-82500000,0.125
chrY-43500000,chr1-82500000,0.05555555555555555
chrY-72000000,chr1-82500000,1.0
chrY-73250000,chr1-82500000,1.0
chrY-75750000,chr1-82500000,1.0
chrY-89250000,chr1-82750000,0.125
chrY-20250000,chr1-83000000,0.08333333333333333
chrY-77750000,chr1-83000000,0.5
chr4-42500000,chr1-83250000,0.05
chr7-22250000,chr1-83250000,0.5
chr12-22250000,chr1-83250000,0.0625
chrX-149250000,chr1-83250000,0.5
chrY-34500000,chr1-83250000,0.5
chrY-83250000,chr1-83250000,1.0
chrY-32750000,chr1-83500000,1.0
chrY-81250000,chr1-83500000,1.0
chr14-3750000,chr1-83750000,0.07142857142857142
chr14-5250000,chr1-83750000,0.5
chrY-88750000,chr1-83750000,0.5
chrX-29750000,chr1-84000000,0.25
chrY-22500000,chr1-84000000,0.125
chrY-90000000,chr1-84000000,0.125
chr7-7750000,chr1-84250000,0.0625
chrX-148500000,chr1-84250000,0.08333333333333333
chrX-123250000,chr1-84500000,0.058823529411764705
chrY-22500000,chr1-84500000,0.25
chrY-29000000,chr1-84500000,0.25
chrY-41750000,chr1-84500000,0.25
chr7-8000000,chr1-84750000,0.09090909090909091
chrY-22500000,chr1-84750000,0.125
chrY-25000000,chr1-84750000,1.0
chr1-85250000,chr1-85000000,0.1013477801268499
chrY-22500000,chr1-85000000,0.125
chr1-85000000,chr1-85250000,0.1707099933229468
chr1-85500000,chr1-85250000,0.06830668306683067
chr14-4500000,chr1-85250000,0.05555555555555555
chr14-5000000,chr1-85250000,0.05
chr14-42750000,chr1-85250000,0.1
chrY-44500000,chr1-85250000,0.1
chrY-72250000,chr1-85250000,1.0
chr1-85000000,chr1-85500000,0.23525484086356555
chr1-85250000,chr1-85500000,0.2201374207188161
chrY-35750000,chr1-85500000,0.5
chrY-43250000,chr1-85500000,0.05555555555555555
chrY-59250000,chr1-85500000,1.0
chrY-70250000,chr1-85500000,1.0
chrY-87000000,chr1-85500000,0.16666666666666666
chr14-42750000,chr1-85750000,0.1
chrY-13250000,chr1-85750000,0.5
chrY-40000000,chr1-86000000,0.0625
chrY-43250000,chr1-86000000,0.05555555555555555
chrY-56000000,chr1-86000000,1.0
chrY-28000000,chr1-86250000,0.5
chrY-42000000,chr1-86250000,0.0625
chrY-67750000,chr1-86250000,1.0
chrY-76000000,chr1-86250000,0.5
chr14-5000000,chr1-86500000,0.05
chrY-41750000,chr1-86500000,0.25
chrY-81250000,chr1-86500000,1.0
chrY-82750000,chr1-86500000,1.0
chrX-27500000,chr1-86750000,1.0
chrX-148000000,chr1-86750000,0.16666666666666666
chrY-0,chr1-86750000,0.3333333333333333
chrY-8000000,chr1-86750000,0.25
chr4-61000000,chr1-87000000,0.05
chrY-29750000,chr1-87000000,0.5
chrY-88500000,chr1-87000000,0.25
chr7-8750000,chr1-87250000,0.05555555555555555
chrX-148500000,chr1-87250000,0.08333333333333333
chrY-43500000,chr1-87250000,0.05555555555555555
chrY-84750000,chr1-87250000,0.5
chrY-86000000,chr1-87250000,1.0
chrY-90000000,chr1-87250000,0.125
chrY-250000,chr1-87500000,0.07142857142857142
chrY-89750000,chr1-87500000,0.25
chr7-7750000,chr1-87750000,0.0625
chrX-29750000,chr1-87750000,0.25
chrX-123250000,chr1-87750000,0.058823529411764705
chrY-250000,chr1-87750000,0.07142857142857142
chrY-38000000,chr1-87750000,0.25
chrY-42000000,chr1-87750000,0.0625
chrY-89250000,chr1-87750000,0.125
chrX-31250000,chr1-88000000,0.1
chrX-54500000,chr1-88000000,0.5
chrX-55000000,chr1-88000000,0.25
chrY-39500000,chr1-88000000,0.125
chrY-86250000,chr1-88000000,0.5
chr7-8750000,chr1-88250000,0.05555555555555555
chrY-44250000,chr1-88250000,0.1
chrY-73250000,chr1-88250000,1.0
chrY-81500000,chr1-88250000,0.5
chr14-42750000,chr1-88500000,0.2
chrY-40750000,chr1-88500000,0.125
chr7-7750000,chr1-88750000,0.0625
chrY-21750000,chr1-88750000,1.0
chrY-23000000,chr1-88750000,1.0
chr14-3750000,chr1-89000000,0.07142857142857142
chr14-5500000,chr1-89000000,0.5
chrY-32750000,chr1-89000000,1.0
chr4-60750000,chr1-89250000,0.0625
chr8-20500000,chr1-89250000,0.0625
chrY-22500000,chr1-89250000,0.125
chrY-28750000,chr1-89250000,0.5
chr14-3750000,chr1-89500000,0.07142857142857142
chrY-16000000,chr1-89500000,1.0
chrY-87750000,chr1-89500000,0.25
chr4-122250000,chr1-89750000,0.1
chrX-148500000,chr1-89750000,0.08333333333333333
chrY-36000000,chr1-89750000,0.5
chrY-69750000,chr1-89750000,1.0
chrY-75250000,chr1-89750000,1.0
chr14-5000000,chr1-90250000,0.05
chrY-29500000,chr1-90250000,1.0
chrY-39500000,chr1-90250000,0.125
chrY-41750000,chr1-90250000,0.25
chrY-43000000,chr1-90250000,0.5
chrY-79000000,chr1-90250000,1.0
chrY-86750000,chr1-90250000,0.1
chrY-18750000,chr1-90500000,1.0
chrY-76000000,chr1-90500000,0.5
chrY-250000,chr1-90750000,0.07142857142857142
chrY-39000000,chr1-90750000,0.1
chrY-43500000,chr1-90750000,0.05555555555555555
chrY-81750000,chr1-90750000,1.0
chr7-9250000,chr1-91000000,0.05128205128205128
chr12-22250000,chr1-91000000,0.0625
chrY-81500000,chr1-91000000,0.5
chrY-88500000,chr1-91000000,0.25
chr4-122250000,chr1-91250000,0.1
chrY-32250000,chr1-91250000,0.3333333333333333
chr7-22000000,chr1-91500000,1.0
chrY-43000000,chr1-91500000,0.5
chr14-4500000,chr1-91750000,0.05555555555555555
chrY-8000000,chr1-91750000,0.25
chrY-81500000,chr1-91750000,0.5
chrY-22500000,chr1-92000000,0.125
chrY-39250000,chr1-92000000,0.16666666666666666
chrY-72500000,chr1-92000000,0.5
chr14-5000000,chr1-92250000,0.05
chrX-35000000,chr1-92250000,0.25
chrY-39000000,chr1-92250000,0.1
chrY-39750000,chr1-92250000,0.25
chrY-14000000,chr1-92500000,1.0
chrY-43750000,chr1-92500000,0.16666666666666666
chrY-84000000,chr1-92500000,0.5
chrY-20250000,chr1-92750000,0.16666666666666666
chrY-58000000,chr1-92750000,1.0
chrY-75000000,chr1-92750000,0.5
chrY-8000000,chr1-93000000,0.25
chrY-35250000,chr1-93000000,0.5
chrY-38250000,chr1-93000000,0.5
chrY-39000000,chr1-93000000,0.1
chrY-40500000,chr1-93000000,0.5
chrY-43250000,chr1-93000000,0.05555555555555555
chrY-39250000,chr1-93250000,0.16666666666666666
chrY-88500000,chr1-93250000,0.25
chrY-22500000,chr1-93500000,0.125
chrY-33750000,chr1-93500000,1.0
chrY-35000000,chr1-93500000,0.5
chrY-44250000,chr1-93500000,0.1
chrY-87250000,chr1-93500000,0.08333333333333333
chr4-122250000,chr1-93750000,0.1
chrX-55000000,chr1-93750000,0.25
chrY-20250000,chr1-93750000,0.08333333333333333
chrY-38250000,chr1-94000000,0.5
chrY-89500000,chr1-94000000,0.08333333333333333
chr7-21750000,chr1-94250000,1.0
chrX-31250000,chr1-94250000,0.05
chrX-148500000,chr1-94250000,0.08333333333333333
chrY-37250000,chr1-94250000,0.3333333333333333
chrY-89500000,chr1-94250000,0.08333333333333333
chr7-7750000,chr1-94500000,0.0625
chr7-8750000,chr1-94500000,0.05555555555555555
chr14-42750000,chr1-94500000,0.1
chrX-29000000,chr1-94750000,1.0
chrY-35750000,chr1-94750000,0.5
chrY-40000000,chr1-94750000,0.0625
chrY-41750000,chr1-94750000,0.25
chrY-69000000,chr1-94750000,1.0
chr7-22250000,chr1-95000000,0.5
chr14-3750000,chr1-95000000,0.07142857142857142
chrY-0,chr1-95000000,0.3333333333333333
chrY-22500000,chr1-95000000,0.125
chrY-38000000,chr1-95000000,0.25
chr4-61000000,chr1-95250000,0.05
chrX-32750000,chr1-95250000,0.058823529411764705
chrY-39250000,chr1-95250000,0.16666666666666666
chrY-0,chr1-95500000,0.3333333333333333
chrY-28750000,chr1-95500000,0.5
chrY-81500000,chr1-95500000,0.5
chrY-81000000,chr1-95750000,0.3333333333333333
chrX-28000000,chr1-96250000,0.5
chrY-87500000,chr1-96250000,0.16666666666666666
chrX-123250000,chr1-96500000,0.058823529411764705
chrX-148500000,chr1-96500000,0.08333333333333333
chrY-42250000,chr1-96500000,0.07142857142857142
chrY-43250000,chr1-96500000,0.05555555555555555
chrY-29500000,chr1-97000000,1.0
chrY-39000000,chr1-97250000,0.1
chrY-43250000,chr1-97250000,0.05555555555555555
chrX-149250000,chr1-97500000,0.5
chrY-88250000,chr1-97500000,0.16666666666666666
chrY-63250000,chr1-97750000,1.0
chrY-38250000,chr1-98000000,0.5
chrY-70500000,chr1-98000000,1.0
chrY-84000000,chr1-98000000,0.5
chrX-3500000,chr1-98250000,0.25
chrY-7250000,chr1-98250000,1.0
chr12-22250000,chr1-98500000,0.0625
chrY-83000000,chr1-98500000,0.25
chrX-35000000,chr1-98750000,0.25
chrY-40000000,chr1-98750000,0.0625
chrY-43250000,chr1-98750000,0.05555555555555555
chrY-75750000,chr1-99000000,1.0
chrY-89500000,chr1-99000000,0.08333333333333333
chrX-123250000,chr1-99500000,0.058823529411764705
chrY-22500000,chr1-99500000,0.125
chrY-41500000,chr1-99500000,0.125
chrY-76000000,chr1-99500000,0.5
chr3-113250000,chr1-99750000,0.25
chrY-11750000,chr1-99750000,0.07142857142857142
chrY-17500000,chr1-99750000,1.0
chrY-40250000,chr1-99750000,0.25
chrY-86750000,chr1-99750000,0.1
chrY-88750000,chr1-99750000,0.5
chr4-42500000,chr1-100250000,0.05
chrX-34000000,chr1-100250000,0.05263157894736842
chrY-42250000,chr1-100250000,0.07142857142857142
chrX-31250000,chr1-100500000,0.05
chrY-29500000,chr1-100500000,1.0
chrX-54750000,chr1-100750000,0.5
chrY-84000000,chr1-100750000,0.5
chrX-123250000,chr1-101000000,0.058823529411764705
chrX-148000000,chr1-101000000,0.16666666666666666
chrY-250000,chr1-101000000,0.07142857142857142
chrY-89750000,chr1-101000000,0.25
chrX-148500000,chr1-101250000,0.16666666666666666
chrY-33750000,chr1-101250000,1.0
chrX-31250000,chr1-101500000,0.05
chrY-39750000,chr1-101500000,0.25
chr7-8750000,chr1-101750000,0.05555555555555555
chrY-29250000,chr1-101750000,0.25
chrY-84000000,chr1-102000000,0.5
chr12-22250000,chr1-102250000,0.125
chrY-39000000,chr1-102250000,0.1
chrY-40000000,chr1-102250000,0.0625
chr14-3250000,chr1-102500000,0.3333333333333333
chrY-32000000,chr1-102500000,1.0
chrY-41750000,chr1-102500000,0.25
chrY-22500000,chr1-103000000,0.125
chrY-37500000,chr1-103000000,0.5
chr4-61000000,chr1-103250000,0.05
chrY-20750000,chr1-103250000,0.5
chrY-22500000,chr1-103250000,0.125
chrY-25000000,chr1-103250000,1.0
chr7-8750000,chr1-103750000,0.05555555555555555
chrY-22500000,chr1-103750000,0.125
chrY-83000000,chr1-103750000,0.25
chr7-22250000,chr1-104000000,0.5
chrY-43500000,chr1-104000000,0.05555555555555555
chrY-20750000,chr1-104250000,0.5
chrY-29250000,chr1-104250000,0.25
chrY-84500000,chr1-104250000,0.5
chrX-54750000,chr1-104500000,0.5
chrY-40500000,chr1-104500000,0.5
chr7-7750000,chr1-104750000,0.0625
chr14-42750000,chr1-104750000,0.1
chrY-22500000,chr1-104750000,0.375
chrY-84750000,chr1-104750000,0.5
chrX-54750000,chr1-105000000,0.5
chrX-34500000,chr1-105250000,0.07142857142857142
chrY-11750000,chr1-105250000,0.07142857142857142
chrY-40000000,chr1-105250000,0.0625
chrY-86750000,chr1-105250000,0.1
chrX-148500000,chr1-105500000,0.08333333333333333
chrY-74250000,chr1-105500000,1.0
chrY-79250000,chr1-105500000,1.0
chrX-123250000,chr1-105750000,0.11764705882352941
chrY-21750000,chr1-105750000,1.0
chrY-36000000,chr1-105750000,0.5
chrY-87000000,chr1-105750000,0.16666666666666666
chrY-89750000,chr1-105750000,0.25
chr7-22000000,chr1-106000000,1.0
chr7-22250000,chr1-106000000,0.5
chr14-3500000,chr1-106000000,0.2
chr14-42750000,chr1-106000000,0.1
chrX-148000000,chr1-106000000,0.16666666666666666
chrY-21750000,chr1-106000000,1.0
chrY-34500000,chr1-106000000,0.5
chr14-3750000,chr1-106250000,0.07142857142857142
chr14-5000000,chr1-106250000,0.05
chrY-42250000,chr1-106250000,0.07142857142857142
chrY-86250000,chr1-106250000,0.5
chrY-89250000,chr1-106250000,0.125
chrX-123250000,chr1-106500000,0.058823529411764705
chrY-39000000,chr1-106750000,0.1
chrY-81500000,chr1-106750000,0.5
chrY-87000000,chr1-107000000,0.16666666666666666
chrY-87000000,chr1-107500000,0.16666666666666666
chr7-7750000,chr1-107750000,0.0625
chr12-22250000,chr1-107750000,0.0625
chrY-79250000,chr1-108000000,1.0
chrY-8000000,chr1-108250000,0.25
chrY-38250000,chr1-108250000,0.5
chrY-50750000,chr1-108250000,1.0
chrY-40000000,chr1-108500000,0.125
chrY-22750000,chr1-108750000,1.0
chr14-3750000,chr1-109000000,0.07142857142857142
chrY-20250000,chr1-109000000,0.08333333333333333
chrY-36250000,chr1-109000000,1.0
chrY-89250000,chr1-109000000,0.125
chrY-20250000,chr1-109250000,0.08333333333333333
chrY-84750000,chr1-109250000,0.5
chrY-89500000,chr1-109250000,0.08333333333333333
chr7-7750000,chr1-109750000,0.0625
chrY-88500000,chr1-109750000,0.25
chrY-41750000,chr1-110000000,0.25
chrX-3500000,chr1-110250000,0.25
chrY-21750000,chr1-110250000,1.0
chrY-86250000,chr1-110250000,0.5
chrX-4000000,chr1-110500000,0.06060606060606061
chrX-54500000,chr1-110500000,0.5
chrY-250000,chr1-110750000,0.07142857142857142
chrY-83250000,chr1-110750000,1.0
chr14-3750000,chr1-111000000,0.07142857142857142
chrY-43750000,chr1-111250000,0.16666666666666666
chrY-20250000,chr1-111500000,0.08333333333333333
chrY-42250000,chr1-111500000,0.07142857142857142
chrY-44500000,chr1-111500000,0.1
chr4-122250000,chr1-111750000,0.1
chr14-3750000,chr1-111750000,0.07142857142857142
chrY-39250000,chr1-112000000,0.16666666666666666
chr12-22250000,chr1-112250000,0.0625
chrX-148000000,chr1-112500000,0.16666666666666666
chrY-35750000,chr1-112500000,0.5
chr14-42750000,chr1-113000000,0.1
chrY-84750000,chr1-113000000,0.5
chr7-22500000,chr1-113250000,0.5
chrY-39000000,chr1-113250000,0.1
chrY-87250000,chr1-113250000,0.08333333333333333
chrY-88500000,chr1-113250000,0.25
chrX-148500000,chr1-113500000,0.08333333333333333
chrY-76000000,chr1-113500000,0.5
chrX-123250000,chr1-113750000,0.058823529411764705
chr4-122250000,chr1-114000000,0.1
chr4-61000000,chr1-114250000,0.05
chrY-75250000,chr1-114250000,1.0
chrX-35000000,chr1-114750000,0.25
chr14-3750000,chr1-115000000,0.07142857142857142
